ID,AnnualIncome,Age,Gender,MembershipLevel,TotalSpend,MonthsAsUser,AppPurchase,TargetAmt
32477909,110000,55,F,2,3000,3,0,0
32480330,65000,64,F,3,12000,2,0,0
32481116,200000,37,F,1,0.01,,1,1
32481302,65000,43,,1,0.01,5,0,0
32481680,80000,32,F,2,250,4,1,1
32483275,245000,65,M,2,3000,7,0,0
32483607,125000,30,U,2,99.12,10,0,0
32484298,95000,58,,2,480,5,0,0
32484832,170000,68,,4,24160.05,7,0,0
32489540,95000,43,F,1,0.01,5,1,1
32489923,95000,70,,2,480,5,1,1
32490611,110000,34,U,3,5400,5,0,0
32491820,125000,77,F,3,6000,28,0,0
32492045,230000,,F,2,2500,3,1,2
32494943,110000,66,U,3,6000,2,0,0
32499287,200000,72,,3,10112.69,27,1,1
32499864,200000,,M,1,0.01,4,1,1
32500269,110000,43,F,3,6053.35,7,1,1
32500838,65000,61,F,1,0.01,7,0,0
32507549,155000,74,,3,6000,2,0,0
32508073,80000,46,M,3,11303.5,3,0,0
32512461,140000,,F,2,1700,9,0,0
32514375,125000,73,F,3,19000,32,0,0
32517528,200000,67,M,1,0.01,8,0,0
32518842,110000,47,F,1,0.01,5,0,0
32520146,155000,,F,1,0.01,8,1,1
32521819,200000,60,F,2,300,9,1,1
32523048,110000,33,F,2,1250,5,1,1
32527671,95000,33,U,1,0.01,4,0,0
32529780,185000,58,U,2,3000,8,0,0
32532586,185000,59,,2,3000,5,0,0
32536484,155000,71,M,2,3000,5,1,1
32537030,125000,39,,1,0.01,5,0,0
32543499,215000,64,F,1,0.01,5,1,1
32544649,65000,38,U,2,4626.61,11,0,0
32546129,110000,,F,3,6000,3,0,0
32547303,125000,40,F,2,3000,4,0,0
32547907,#N/A,37,M,2,1000,5,0,0
32548741,230000,35,F,2,1500,9,1,1
32550150,#N/A,55,M,2,5000,4,1,1
32550541,155000,58,M,2,2500,9,0,0
32552323,185000,61,F,1,0.01,4,0,0
32552722,95000,58,F,3,6000,2,0,0
32553249,170000,60,F,1,0.01,8,0,0
32556280,125000,49,,1,0.01,8,0,0
32557813,125000,53,F,3,12000,8,0,0
32558100,125000,45,U,3,19731.81,12,0,0
32558887,80000,73,F,3,6000,6,0,0
32559468,125000,54,F,4,24649.14,3,0,0
32560237,110000,75,F,3,7000,8,0,0
32565042,95000,71,F,2,1000,1,0,0
32565522,125000,72,F,2,2400,4,0,0
32568823,140000,63,M,3,6000,2,0,0
32569099,80000,32,,2,1200,1,0,0
32569471,185000,63,F,2,3000,8,0,0
32570577,185000,43,F,1,0.01,5,0,0
32572928,#N/A,42,M,2,600,4,0,0
32575498,110000,35,F,1,0.01,7,0,0
32576915,95000,65,M,3,5089.7,7,0,0
32577660,155000,43,M,3,6000,3,1,1
32578748,245000,39,F,1,0.01,5,1,1
32579949,80000,31,M,2,2000,1,1,1
32580491,155000,,M,1,0.01,10,0,0
32587135,140000,53,F,3,6000,3,0,0
32590411,140000,54,M,2,2884.28,11,0,0
32590837,260000,37,F,1,0.01,5,1,1
32592201,125000,40,F,3,9500,1,0,0
32592511,125000,64,F,2,840,9,0,0
32592589,140000,44,F,1,0.01,8,1,1
32604188,170000,76,,3,9000,8,0,0
32604722,185000,61,F,1,0.01,4,1,1
32605184,140000,69,,3,6000,15,0,0
32606440,155000,37,F,1,0.01,8,1,1
32610277,95000,77,U,3,6000,,0,0
32612717,#N/A,,,3,13000,22,0,0
32613888,125000,58,,3,8500,6,0,0
32617239,95000,55,M,3,20000,4,0,0
32617433,80000,50,F,1,0.01,8,0,0
32617611,140000,31,F,1,0.01,8,0,0
32617697,110000,65,U,1,0.01,8,0,0
32620302,95000,73,F,2,1000,16,0,0
32621988,125000,60,M,3,11000,2,0,0
32622267,155000,52,F,3,6053.35,7,1,1
32624200,95000,78,U,2,3000,2,0,0
32629172,#N/A,52,U,1,0.01,5,0,0
32632211,155000,39,F,3,6000,5,1,1
32633528,#N/A,47,F,1,0.01,5,0,0
32636136,215000,,F,1,0.01,5,1,1
32641105,#N/A,,F,2,3000,8,1,2
32642209,155000,42,F,1,0.01,10,1,1
32644430,95000,57,F,2,2000,2,0,0
32649890,170000,40,F,1,0.01,5,1,1
32650295,200000,36,F,1,0.01,4,0,0
32650880,65000,,,2,1000,5,0,0
32652212,170000,52,F,3,20000,6,1,1
32653359,125000,39,F,1,0.01,8,0,0
32654240,170000,52,F,2,600,8,0,0
32656854,155000,72,M,3,6000,4,0,0
32657974,110000,66,M,3,6000,,1,1
32659195,140000,60,,3,15000,11,0,0
32661106,95000,50,,1,0.01,9,0,0
32661416,80000,74,F,2,2000,21,0,0
32662250,110000,26,F,1,0.01,5,0,0
32662617,95000,68,M,1,0.01,30,0,0
32663001,95000,53,M,2,3000,9,0,0
32664261,155000,53,F,3,6000,5,0,0
32666361,125000,44,F,1,0.01,5,1,1
32667198,50000,62,F,1,0.01,8,0,0
32668720,335000,39,M,1,0.01,5,1,3
32670490,50000,75,,2,3000,6,0,0
32671730,170000,70,F,3,12000,13,1,1
32673694,110000,43,F,3,9000,7,0,0
32674330,155000,51,,3,6315,4,0,0
32682502,215000,76,,3,6053.34,31,0,0
32685340,155000,79,U,3,6000,2,0,0
32687199,80000,,M,2,200,10,0,0
32688284,110000,31,U,2,1000,9,0,0
32689280,95000,60,,2,1000,4,0,0
32691218,140000,47,F,1,0.01,8,0,0
32691994,140000,62,M,2,1500,9,0,0
32694845,50000,56,M,3,6000,5,0,0
32695485,200000,74,F,3,9445.75,2,0,0
32697232,125000,32,F,2,5000,2,0,0
32697534,155000,,F,1,0.01,5,1,1
32699804,200000,75,F,2,5000,9,1,1
32700543,110000,,F,3,11500,2,1,1
32702325,155000,56,M,3,5992.23,12,0,0
32704050,200000,57,M,1,0.01,5,1,1
32705294,125000,78,F,4,23343.73,13,1,1
32705758,#N/A,,U,2,200,10,0,0
32706886,200000,67,M,2,3000,8,0,0
32708005,125000,53,U,2,2400,5,0,0
32714170,170000,74,M,3,18000,4,0,0
32714587,125000,76,,4,62000,12,0,0
32715818,110000,67,U,2,3000,6,0,0
32720013,185000,,F,1,0.01,7,1,2
32721095,170000,45,,2,195.01,8,0,0
32722776,185000,,F,3,6000,2,0,0
32724361,140000,,,3,6105.32,18,0,0
32725775,140000,69,F,3,6000,1,0,0
32726330,245000,77,F,2,5000,5,0,0
32729142,125000,61,F,2,635,12,1,1
32730248,155000,60,M,3,9500.01,8,0,0
32731236,170000,47,M,2,2700,1,0,0
32731481,95000,64,F,3,12000,8,0,0
32733662,155000,60,M,2,3000,2,0,0
32734316,140000,,F,1,0.01,5,0,0
32735240,80000,,M,3,6000,3,0,0
32735550,155000,32,F,2,3000,8,1,1
32737188,155000,54,,1,0.01,8,0,0
32737579,125000,65,,3,6107.64,6,0,0
32739385,80000,,,1,0.01,7,0,0
32742157,230000,45,F,1,0.01,4,1,2
32743056,95000,46,F,2,2500,8,0,0
32743293,140000,41,F,1,0.01,5,1,1
32744419,95000,69,F,3,6053.35,5,0,0
32745695,80000,48,F,3,10928.65,4,0,0
32745709,125000,35,F,1,0.01,8,1,1
32747957,80000,72,F,3,6000,3,0,0
32751067,245000,25,F,2,35,2,1,1
32754856,215000,50,F,2,360.01,13,1,1
32756280,50000,59,F,2,1000,4,0,0
32758010,155000,69,U,2,2000,16,0,0
32759416,185000,45,M,3,10000,3,0,0
32759823,125000,62,F,1,0.01,9,0,0
32761925,200000,72,F,2,3000,2,1,1
32762182,185000,44,M,1,0.01,4,1,1
32762735,170000,,,2,500,2,0,0
32768296,#N/A,42,M,2,50.01,8,0,0
32768890,125000,68,M,3,13000,4,1,1
32771467,140000,23,F,2,2000,1,1,1
32773966,80000,61,,1,0.01,9,0,0
32775136,185000,28,F,1,0.01,4,1,1
32776361,275000,44,F,3,6000,3,0,0
32779778,185000,38,M,1,0.01,8,0,0
32780911,155000,75,F,3,6000,2,0,0
32781233,#N/A,79,M,2,3549.96,4,0,0
32783171,80000,64,F,2,3000,17,0,0
32789544,155000,,F,3,9000,12,1,1
32792480,185000,51,U,1,0.01,5,0,0
32792910,215000,79,,2,2000,3,1,1
32794270,110000,70,F,3,15000,4,1,1
32794424,110000,79,F,3,8000,5,0,0
32795650,140000,76,F,3,6053,5,1,1
32796249,20000,,F,2,420,4,0,0
32797750,170000,33,M,2,3000,1,1,3
32799361,#N/A,42,F,2,250,12,1,1
32800467,155000,63,F,1,0.01,11,1,1
32807402,215000,48,F,1,0.01,5,1,1
32807828,95000,27,,3,6000,7,0,0
32809030,215000,62,F,2,2000,5,1,1
32809928,140000,40,F,2,600,8,1,1
32811272,35000,75,M,2,3000,6,0,0
32812945,215000,76,U,4,35000,,0,0
32813763,95000,43,F,1,0.01,5,0,0
32814220,125000,55,F,1,0.01,1,0,0
32814840,95000,,M,2,2000,9,0,0
32817823,110000,63,F,3,6147.6,26,0,0
32818528,170000,52,M,4,22000,1,0,0
32822096,170000,49,F,1,0.01,5,0,0
32824730,335000,35,,2,600,2,1,3
32825095,230000,61,M,3,10000,4,0,0
32826695,155000,39,F,2,3750,4,0,0
32827098,140000,54,F,1,0.01,4,1,1
32828361,215000,21,F,2,3000,3,1,2
32829430,140000,,F,2,4606,4,1,1
32830994,140000,71,F,3,12050.29,11,0,0
32831478,110000,24,M,1,0.01,4,1,1
32833276,65000,54,F,1,0.01,8,0,0
32838367,155000,58,,3,16000,4,0,0
32838685,95000,65,M,2,5000,6,0,0
32839355,110000,44,U,2,0.02,6,0,0
32840221,#N/A,29,,1,0.01,4,1,1
32840841,#N/A,48,F,4,21803.35,24,0,0
32841880,110000,62,M,2,1500,5,0,0
32845975,245000,49,F,3,10000,1,1,2
32846971,155000,70,F,4,30212.49,21,0,0
32848141,80000,,F,1,0.01,7,0,0
32849857,200000,,M,2,0.02,5,0,0
32850138,65000,58,F,3,7674.74,2,0,0
32850529,80000,58,F,1,0.01,5,0,0
32852572,140000,,M,2,1000,,1,1
32852971,125000,55,F,2,1500,1,1,1
32854249,80000,,M,1,0.01,9,0,0
32854796,155000,51,U,2,420,,0,0
32856128,#N/A,60,F,3,6000,7,1,1
32857353,125000,49,,2,5000,9,0,0
32861270,110000,51,F,2,3000,8,0,0
32865208,110000,73,M,3,5050,29,0,0
32866271,140000,47,F,1,0.01,8,1,1
32869670,185000,51,F,3,12000,2,0,0
32871631,140000,68,F,3,5997.94,18,0,0
32874738,95000,40,M,3,6000,1,0,0
32874916,185000,54,F,3,6000,2,0,0
32877800,125000,53,F,2,1000,9,0,0
32878474,200000,,F,3,12000,8,0,0
32879160,50000,68,F,3,6105.32,7,0,0
32879209,155000,26,F,2,3250,2,1,1
32880142,155000,58,,2,4800,1,0,0
32880614,110000,70,F,2,420,9,0,0
32881181,230000,44,M,2,1000,1,1,1
32881688,110000,57,F,3,6000,5,0,0
32881874,140000,71,F,2,3500,5,1,1
32882579,95000,78,,3,6000,2,0,0
32883028,110000,62,,3,9875.85,1,0,0
32888011,95000,59,M,2,1000,5,0,0
32888348,140000,,F,3,15000,3,0,0
32891446,125000,59,M,1,0.01,7,0,0
32891802,155000,52,F,1,0.01,5,0,0
32897576,170000,32,,1,0.01,2,1,1
32898351,170000,58,M,1,0.01,5,0,0
32899013,65000,47,F,2,1000,5,0,0
32901018,110000,63,F,2,1621.6,5,0,0
32901794,95000,66,F,3,11000,29,0,0
32902685,140000,46,M,2,3000,12,0,0
32903177,155000,52,F,4,33000,1,0,0
32904777,125000,68,F,3,6000,9,0,0
32907598,125000,51,M,1,0.01,5,0,0
32908233,80000,56,M,2,1000,1,0,0
32908853,170000,,F,1,0.01,7,0,0
32910939,80000,30,U,1,0.01,5,0,0
32913385,110000,31,M,1,0.01,8,0,0
32914098,155000,71,F,3,11804.22,8,0,0
32915205,50000,65,M,3,6600,8,0,0
32916481,215000,69,F,2,1720,6,1,1
32918247,230000,51,M,1,0.01,5,0,0
32919057,95000,50,F,2,3500,4,0,0
32919944,155000,76,F,3,10530.53,4,0,0
32920268,65000,53,M,1,0.01,5,0,0
32921485,200000,65,M,2,250,11,0,0
32922996,230000,43,F,1,0.01,5,1,1
32926363,185000,54,F,2,2000,6,1,1
32927459,80000,75,F,2,2000,5,0,0
32927777,140000,45,F,2,2500,6,0,0
32929370,155000,66,M,1,0.01,8,0,0
32929923,170000,61,F,1,0.01,5,0,0
32930344,65000,54,F,2,4433.5,2,0,0
32932665,170000,51,F,1,0.01,8,1,2
32932878,95000,44,F,2,3000,3,1,1
32935290,95000,51,U,2,1000,5,0,0
32938990,#N/A,35,F,1,0.01,5,1,1
32939295,155000,34,F,1,0.01,4,1,1
32939880,140000,53,,2,3000,7,0,0
32943136,#N/A,57,F,2,4023.01,5,0,0
32943187,110000,38,F,1,0.01,4,0,0
32945040,155000,48,,3,6000,1,0,0
32951104,125000,45,F,4,23461.9,11,0,0
32952950,125000,54,F,3,6000,3,0,0
32956327,#N/A,74,F,2,1500,1,1,1
32956726,80000,54,,3,6000,12,0,0
32959245,215000,46,M,2,1039.6,12,1,2
32961134,125000,70,F,3,6537.29,15,0,0
32961320,140000,51,M,3,19553.82,8,0,0
32961495,215000,63,M,2,3000.04,7,0,0
32962807,#N/A,73,F,3,6000,5,0,0
32963404,245000,44,F,2,3000,3,1,1
32963978,125000,57,F,3,6000,2,0,0
32964265,50000,59,,1,0.01,8,0,0
32964834,95000,38,F,2,50.01,8,0,0
32967124,80000,43,,2,2944.38,9,0,0
32969291,125000,,F,3,6000,2,0,0
32971997,125000,53,M,3,6000.01,8,0,0
32973582,170000,,F,2,1000,5,1,1
32973957,170000,52,F,1,0.01,5,1,2
32976883,110000,47,U,1,0.01,5,0,0
32977278,80000,42,M,3,6053.35,5,0,0
32977898,80000,48,U,3,6000,1,0,0
32978070,#N/A,59,,2,1085.91,11,0,0
32980899,170000,45,,1,0.01,7,0,0
32981330,140000,61,F,1,0.01,5,0,0
32981496,80000,72,F,2,1000,6,0,0
32981623,170000,48,F,3,11000,3,0,0
32982484,95000,48,U,1,0.01,9,0,0
32983375,95000,55,M,2,1000,1,0,0
32985416,65000,46,M,1,0.01,8,0,0
32987230,155000,61,F,2,5000,2,1,1
32987591,155000,58,M,2,500,9,0,0
32988920,110000,52,U,4,25000,4,0,0
32989845,80000,66,M,3,7070.21,8,0,0
32991815,185000,54,F,1,0.01,5,0,0
32992315,155000,36,M,1,0.01,5,1,1
32993427,245000,58,F,3,6000.01,9,1,1
32993559,95000,39,F,1,0.01,8,0,0
32996183,155000,32,F,2,3000,4,1,1
32997074,125000,30,F,1,0.01,7,1,1
32997384,185000,54,,3,6000,2,0,0
32997724,140000,42,F,1,0.01,5,0,0
33001541,155000,43,F,1,0.01,8,1,1
33002459,170000,61,M,1,0.01,5,0,0
33004141,320000,39,M,1,0.01,4,1,3
33004842,80000,57,M,3,6000,2,0,0
33005679,95000,43,M,1,0.01,5,0,0
33005962,155000,60,M,3,6240,11,0,0
33006942,155000,51,F,2,1100,11,0,0
33009127,110000,47,F,3,6000,1,1,1
33009348,185000,44,F,1,0.01,8,1,1
33011121,80000,78,,2,3052.66,8,0,0
33012365,110000,50,F,2,960,5,0,0
33012985,95000,,F,3,18000,3,0,0
33013612,155000,35,F,2,100.01,8,1,1
33013850,80000,72,,3,6000,1,0,0
33014651,80000,69,F,3,6000,31,1,1
33017367,50000,42,F,1,0.01,5,0,0
33017774,200000,46,F,1,0.01,8,1,2
33018940,170000,48,,1,0.01,4,0,0
33019793,260000,32,M,1,0.01,8,1,2
33019998,#N/A,45,F,3,6000,1,0,0
33020279,50000,54,M,2,5000,4,0,0
33022581,125000,76,U,3,11000,2,0,0
33022913,125000,44,U,2,4500,6,0,0
33024592,20000,66,M,2,2000,9,0,0
33026471,65000,72,M,1,0.01,8,0,0
33026765,110000,55,M,3,11000,17,0,0
33028156,275000,43,F,3,9000,8,1,1
33028199,110000,64,,3,6000,1,0,0
33028750,65000,42,F,2,1000,5,0,0
33029713,275000,,M,2,50.01,8,1,1
33031866,110000,64,F,1,0.01,9,0,0
33032200,155000,73,M,1,0.01,5,0,0
33033605,170000,56,M,2,480,0,0,0
33034156,200000,56,M,2,3000,8,0,0
33035250,#N/A,41,M,2,50,10,0,0
33037180,95000,,F,3,6000,2,0,0
33038402,155000,40,M,1,0.01,7,0,0
33039093,215000,,F,3,6500,15,0,0
33039352,140000,54,F,2,1000,5,0,0
33039662,200000,38,F,1,0.01,5,0,0
33046324,#N/A,48,F,2,2045.67,8,0,0
33046871,200000,77,M,3,6000,1,0,0
33047452,140000,64,F,2,219.91,12,0,0
33048629,110000,65,F,3,11000,8,0,0
33050348,230000,52,F,2,2000,5,1,1
33050658,#N/A,,M,2,300,11,0,0
33050950,200000,31,M,2,2400,1,0,0
33052162,140000,61,F,2,3000,6,0,0
33055048,200000,40,F,1,0.01,6,0,0
33056400,95000,78,F,3,6000,27,0,0
33056800,110000,64,F,2,3000,1,0,0
33057962,95000,45,F,1,0.01,8,0,0
33058969,230000,72,F,3,9000,17,1,1
33059078,140000,33,M,1,0.01,6,1,1
33065221,140000,50,U,1,0.01,2,0,0
33066309,#N/A,61,,2,1000,5,0,0
33067674,65000,79,,3,6000,2,0,0
33069014,155000,79,F,3,15600,8,0,0
33069782,80000,44,,1,0.01,5,0,0
33069995,260000,,F,1,0.01,6,1,2
33072520,95000,40,M,1,0.01,5,0,0
33073950,185000,50,M,3,11000,8,0,0
33074379,80000,74,U,2,1000,1,0,0
33077335,50000,69,M,3,16000,25,1,1
33084552,170000,38,F,2,2100,5,0,0
33086750,95000,50,U,1,0.01,5,0,0
33089961,155000,52,M,2,2400,3,1,1
33090749,200000,48,M,1,0.01,5,0,0
33092180,185000,65,F,1,0.01,7,0,0
33093233,200000,51,,4,20689.57,3,0,0
33095678,65000,44,F,2,2000,1,1,1
33096607,80000,61,F,3,20000,4,0,0
33097522,125000,55,M,2,600,9,0,0
33103832,155000,59,M,3,12105.32,7,0,0
33104944,155000,72,U,3,6000,12,0,0
33105126,125000,46,F,2,3000,3,0,0
33105738,125000,76,U,3,15957.97,20,0,0
33106130,125000,69,M,3,17000,5,0,0
33107897,155000,75,F,3,9000,3,0,0
33108931,110000,76,M,2,2017.94,6,0,0
33111436,65000,52,M,4,65000,2,0,0
33112483,185000,40,F,1,0.01,9,1,1
33113064,140000,66,F,1,0.01,10,1,1
33115229,110000,27,F,2,420,1,1,1
33116713,170000,73,F,3,6025,11,0,0
33116799,110000,68,M,3,7500,4,0,0
33117027,170000,43,,2,1000,9,1,1
33117671,140000,,,3,12105.32,9,0,0
33117868,125000,39,M,1,0.01,4,0,0
33118082,95000,35,M,1,0.01,5,0,0
33119542,110000,56,F,3,12140.78,7,1,1
33120540,#N/A,77,M,2,5000,14,0,0
33120745,95000,50,M,4,25000,4,0,0
33121911,245000,46,F,1,0.01,5,1,1
33122489,110000,78,F,1,0.01,9,0,0
33123876,50000,51,M,3,6000,2,0,0
33127910,#N/A,66,M,4,41475,8,0,0
33128428,110000,47,F,1,0.01,6,0,0
33129190,185000,72,F,2,1800,9,0,0
33133740,110000,51,U,3,11000,7,0,0
33135190,170000,57,M,3,5017.55,14,0,0
33136773,#N/A,59,M,2,3000.01,8,0,0
33138199,95000,66,M,2,3450,8,0,0
33146663,140000,29,F,2,1200,1,1,1
33147252,65000,,U,1,0.01,8,0,0
33147805,95000,58,F,3,5800.01,8,0,0
33150547,185000,50,M,3,10000,4,0,0
33153520,110000,55,,2,50,10,0,0
33154011,200000,57,M,3,6000,4,0,0
33154780,170000,37,F,1,0.01,4,1,1
33155409,230000,69,,3,6000,1,0,0
33155689,110000,68,M,3,12160.98,6,0,0
33156677,95000,41,F,3,6053.34,3,0,0
33158130,65000,56,F,1,0.01,8,0,0
33158866,110000,47,F,4,23508.88,3,1,1
33159137,185000,37,M,1,0.01,8,1,1
33160135,125000,32,M,1,0.01,,0,0
33162740,80000,49,M,2,250,5,0,0
33163983,#N/A,,M,3,6000,3,0,0
33165790,140000,,F,3,6000,2,1,1
33167768,80000,78,M,2,4899.59,8,0,0
33169507,170000,32,F,2,60.12,9,1,1
33171331,140000,48,M,2,1500,8,0,0
33171412,95000,,,4,25307.72,4,0,0
33174357,170000,41,F,1,0.01,5,0,0
33178522,155000,44,F,1,0.01,3,1,1
33183526,185000,47,F,1,0.01,4,0,0
33186525,125000,70,U,3,10105.32,8,0,0
33187106,110000,58,F,3,10000,3,1,1
33188080,125000,51,U,2,4000,11,0,0
33188242,140000,50,F,2,50,10,0,0
33188994,95000,73,F,3,6000,2,0,0
33189133,155000,55,M,3,15000,4,1,1
33231180,200000,33,M,2,3000,8,1,1
33234147,#N/A,53,F,2,3187,5,0,0
33234929,185000,34,F,2,600,1,0,0
33236611,80000,51,F,4,20124.28,7,0,0
33237510,185000,32,F,1,0.01,4,1,1
33239793,110000,41,,2,600,9,0,0
33240368,170000,61,,3,10000,1,0,0
33241062,185000,76,F,1,0.01,7,0,0
33241151,200000,38,F,3,6105.32,8,1,1
33241887,155000,54,F,1,0.01,5,0,0
33242263,230000,61,M,1,0.01,4,0,0
33242930,#N/A,60,,4,20530.78,3,0,0
33243723,125000,78,M,2,1000,5,0,0
33243839,110000,,M,2,3000,8,0,0
33244339,155000,27,F,2,233.33,2,1,1
33244614,95000,50,F,3,6000,5,0,0
33245955,110000,58,,3,12000,2,0,0
33247591,95000,65,F,2,1000,6,0,0
33251262,110000,40,F,1,0.01,5,0,0
33253699,170000,45,U,1,0.01,5,0,0
33254148,125000,,F,2,2500,14,0,0
33254407,50000,65,F,1,0.01,11,0,0
33255330,65000,53,F,1,0.01,4,0,0
33256515,140000,38,M,3,6000,1,1,1
33257562,110000,65,U,3,12000,2,0,0
33257813,155000,24,F,2,1000,24,0,0
33258020,95000,49,F,3,6000,1,0,0
33258887,155000,74,F,3,6000,1,0,0
33259301,230000,49,U,2,4540.02,7,1,2
33263465,95000,75,,3,8000,15,0,0
33268688,#N/A,24,M,2,1040,1,1,1
33269340,65000,64,,2,3000,17,0,0
33269960,260000,41,M,2,1000,9,1,2
33270445,80000,70,F,2,3000,5,0,0
33270690,215000,44,M,1,0.01,5,1,2
33271875,80000,68,M,2,2000,4,0,0
33272332,125000,56,M,1,0.01,8,0,0
33272669,125000,,U,1,0.01,9,0,0
33273177,140000,63,M,3,10000,4,0,0
33273932,140000,49,F,1,0.01,7,0,0
33274181,50000,41,F,2,1000,3,0,0
33275285,170000,46,M,2,420.01,9,0,0
33277601,#N/A,47,M,1,0.01,5,0,0
33279060,140000,54,,1,0.01,5,0,0
33284780,110000,,M,3,14500,4,1,1
33285035,140000,45,U,3,6000,1,0,0
33286791,110000,56,F,2,5000,1,0,0
33287402,170000,36,F,2,1000,4,0,0
33288077,65000,59,F,3,6000,2,0,0
33288190,#N/A,45,F,1,0.01,5,0,0
33288620,95000,42,F,2,1100,5,0,0
33289227,35000,75,F,2,4085,23,0,0
33290586,140000,67,F,3,14902.55,7,0,0
33291329,65000,,F,1,0.01,5,0,0
33292970,155000,66,F,3,15000,6,0,0
33293640,140000,64,F,2,0.02,8,1,1
33295421,155000,31,F,1,0.01,8,1,1
33295510,140000,,M,1,0.01,5,0,0
33296789,110000,34,F,1,0.01,4,0,0
33297459,140000,76,,2,3000,9,0,0
33299419,110000,45,M,2,1200,5,0,0
33301065,50000,44,F,1,0.01,5,0,0
33301855,65000,68,M,2,4500,9,0,0
33303653,185000,52,,3,9050,3,0,0
33304455,155000,46,F,1,0.01,5,0,0
33306032,185000,,,2,2000,18,0,0
33306687,185000,64,M,1,0.01,4,0,0
33307616,125000,70,F,4,20562.1,3,0,0
33308493,110000,59,U,2,2724.98,11,0,0
33309929,170000,48,F,1,0.01,8,0,0
33310234,65000,61,U,2,2053.34,19,0,0
33311907,125000,35,F,1,0.01,7,1,1
33314370,170000,51,F,2,5000,5,1,1
33318839,125000,69,F,2,3000,7,0,0
33319835,#N/A,43,F,1,0.01,5,1,1
33320019,110000,62,M,2,4000,6,0,0
33320752,125000,62,M,1,0.01,5,0,0
33322666,185000,57,M,2,2000,4,0,0
33323360,155000,51,F,2,600.02,9,0,0
33323824,125000,54,M,2,2000,6,0,0
33324189,95000,66,M,2,5000,4,0,0
33324693,95000,64,M,2,3000,1,0,0
33325630,110000,46,U,2,3000,11,0,0
33325827,155000,64,F,2,3000,5,0,0
33327110,95000,77,M,3,12000,18,0,0
33328397,215000,43,,2,100,8,1,2
33332440,230000,41,F,2,420.01,6,1,1
33333544,230000,72,F,3,15000,3,0,0
33336705,#N/A,70,F,2,3000,7,0,0
33337973,#N/A,54,,1,0.01,5,0,0
33338945,95000,78,M,3,6000,3,0,0
33339062,110000,60,M,2,3000,2,0,0
33340389,170000,70,M,3,18000,8,0,0
33341946,50000,56,F,1,0.01,8,0,0
33344368,155000,42,M,3,9800,9,0,0
33345321,#N/A,66,M,2,3000,0,0,0
33346468,140000,50,F,1,0.01,4,1,1
33347030,185000,54,,1,0.01,8,0,0
33348452,125000,57,F,1,0.01,,0,0
33348673,185000,69,F,3,6000,30,0,0
33348967,155000,64,M,2,50,11,0,0
33349661,65000,,F,1,0.01,8,1,1
33350465,110000,31,,2,1200,1,0,0
33351615,140000,69,M,2,1000,9,0,0
33352301,50000,46,M,3,6000,1,0,0
33356170,125000,41,F,1,0.01,4,0,0
33359810,155000,49,F,2,0.02,9,0,0
33366485,185000,45,F,1,0.01,4,0,0
33366876,185000,,M,2,1200,5,0,0
33369298,80000,62,U,3,6000,8,0,0
33370040,#N/A,61,U,2,3000,7,0,0
33370296,140000,49,U,1,0.01,5,0,0
33370725,155000,37,,1,0.01,5,0,0
33372736,#N/A,59,,4,42131.81,12,0,0
33373490,140000,45,U,3,10000,3,0,0
33374500,110000,68,M,1,0.01,8,0,0
33375611,110000,66,F,3,7500,14,0,0
33375778,140000,34,F,1,0.01,5,1,1
33376367,200000,51,F,1,0.01,9,1,2
33377266,185000,48,F,2,1250,4,1,1
33380011,125000,61,F,3,15000,4,0,0
33380763,65000,61,F,3,6000,2,0,0
33381115,110000,61,F,2,2000,4,0,0
33382693,155000,60,M,2,3796.51,6,0,0
33384947,200000,65,,3,6000,4,0,0
33386397,140000,,,3,9000,13,0,0
33387393,125000,64,F,3,6000,1,0,0
33387920,80000,72,U,4,27000,8,0,0
33388497,80000,54,U,2,3000,3,0,0
33389329,185000,62,F,3,10000,11,1,1
33390181,200000,46,F,2,1500,10,0,0
33390262,125000,32,F,2,3000,3,1,1
33391218,200000,,F,2,3000,17,1,1
33392346,80000,50,F,2,3000,1,0,0
33394241,65000,44,F,3,9800,8,0,0
33394810,155000,53,F,3,9901,9,0,0
33394977,140000,53,F,2,50,7,0,0
33395787,95000,54,F,3,7800,8,0,0
33397054,170000,60,M,3,6000,8,1,1
33400624,140000,33,F,2,420,8,0,0
33400691,140000,74,M,2,300.01,10,0,0
33402848,95000,65,F,3,10000,4,0,0
33404395,185000,41,F,2,4000,1,0,0
33406878,#N/A,40,F,3,6000,1,1,1
33406924,185000,66,F,2,100,1,0,0
33413084,95000,76,F,2,2500,6,0,0
33416334,95000,77,M,2,3099.71,11,0,0
33418175,185000,72,F,3,10000,13,0,0
33422717,50000,47,U,2,1000,5,0,0
33425600,170000,70,,3,6000,27,0,0
33425830,35000,49,M,2,1000,5,0,0
33427921,200000,71,F,2,4000,5,1,1
33429835,125000,31,,2,5000,1,0,0
33430132,125000,75,F,2,5000,23,0,0
33430906,140000,42,M,2,600.01,9,0,0
33432550,#N/A,50,,3,6000,1,0,0
33433034,215000,40,F,1,0.01,4,0,0
33434162,80000,66,F,3,13740,8,0,0
33435061,95000,68,F,3,6000,5,0,0
33435169,200000,24,F,1,0.01,4,0,0
33444583,#N/A,63,U,3,6053.34,6,0,0
33444591,#N/A,57,F,4,25000,4,0,0
